21,72.716295364
21,83.6242805963
21,89.8731736072
21,90.2385731158
21,93.4612826106
21,97.8749453586
21,101.037490095
21,95.5637728128
21,96.6726593294
21,101.72395559
21,105.349032701
21,103.492179471
21,104.027745435
21,108.141453446
21,109.996905354
21,95.2748783854
21,98.4654504109
21,101.075865781
21,103.043363668
21,95.917708565
21,98.0836394068
21,102.047783416
21,106.939553785
21,101.774530869
21,103.750812375
21,110.51011375
21,117.309530126
21,108.091139924
21,113.655382273
21,125.191748485
21,131.209002542
21,125.158223467
21,132.309766352
21,139.974905211
21,144.351762501
21,134.186317574
21,136.150168351
21,140.094005196
21,153.292550014
21,130.717978222
21,137.66936166
21,147.354216256
21,152.453503784
21,104.976190476
21,114.766666667
21,109.061904762
21,115.652380952
21,64.0
21,104.0
21,112.0
21,152.0
15,0.0
15,0.0
15,0.0
