20,0.000859430396976
20,0.0469827048836
20,0.524774924285
20,1.54059577895
13,3.70363106665
20,7.76591933454
13,11.9129897939
13,19.4171637474
13,30.6245480187
13,41.1497228634
13,56.3248960584
13,81.6701308638
13,96.0096401457
13,127.453752797
13,148.876376965
13,197.319620735
13,219.431687104
13,292.91531179
13,327.443802857
13,365.490893769
20,408.180459374
13,545.666524815
13,600.391745204
13,652.603233187
13,708.828068833
13,776.16890768
13,1047.27695273
13,1128.38745203
13,1213.59424789
13,1308.00879762
21,1405.36814826
21,1474.55963143
13,1568.24580694
21,1675.57999302
22,1769.59154451
20,2392.28095238
20,2551.37142857
20,2709.71904762
20,2868.12857143
20,3021.14761905
20,3188.36666667
20,3365.00952381
20,3517.3952381
20,3662.72380952
20,3851.71428571
20,4024.68571429
21,4165.5047619
21,4314.32857143
22,4490.8
22,4663.17619048
